user_id,item_id,title,actual_rating,predicted_rating
A2RYSCZOPEXOCQ,B00AL4XD7M,"Caboodles Heart Throb Long Tapered Tote, Black Diamond, 1.12 Pound",5.0,4.0
A141OPVE376YFI,B000EG8HLE,Philips Norelco BG2020 BodyGroom,4.0,4.0
A1TVTDKNMSQ7XU,B001AJD0UM,Philips Norelco 7810XL Men's Cutting System,5.0,5.0
A3J0LOCVOIEDNE,B01AS25Y0U,Pump for 33.8 oz American Crew Bottles,5.0,4.5
AD1WVH9MP1ZS6,B000050FDY,Braun Clean &amp; Renew Refill Cartridges CCR - 2 Count (Packaging May Vary),5.0,4.5
AI6UBVJ1SXJEJ,B000050FDY,Braun Clean &amp; Renew Refill Cartridges CCR - 2 Count (Packaging May Vary),4.0,5.0
AVWIQEW3S4K7Z,B00120VWTK,"Avalon Organics Vitamin C Renewal Creme, 2 oz",4.0,4.5
A2AHHKQAG09J41,B000FTYALG,"Aqua Velva After Shave, Classic Ice Blue, 3.5 Ounce",5.0,5.0
A10ZBR6O8S8OCY,B001LNODUS,Pre de Provence Maison French Dried Lavender Blossoms for Fragrance,4.0,4.0
A10ZBR6O8S8OCY,B019FWRG3C,Pre De Provence Maison French Lavender Bath &amp; Shower Gel,4.0,5.0
A2X3HY225S0L3T,B000050FDY,Braun Clean &amp; Renew Refill Cartridges CCR - 2 Count (Packaging May Vary),5.0,5.0
AVZNYJVJ7HJ9M,B000050FDY,Braun Clean &amp; Renew Refill Cartridges CCR - 2 Count (Packaging May Vary),5.0,4.5
ABPNZ9RKXOP0E,B0000530HU,"Aqua Velva After Shave, Classic Ice Blue, 7 Ounce",5.0,5.0
ABPNZ9RKXOP0E,B000FTYALG,"Aqua Velva After Shave, Classic Ice Blue, 3.5 Ounce",5.0,4.5
A198RQKA8VFDQ8,B019809F9Y,Lectric Shave Pre-Shave Original 3 oz,5.0,5.0
A1CYTBE7LLUQ8F,B001F51QIO, Gillette Clinical Advance Solid Sport Triumph 1.7 Ounce,5.0,5.0
A6FIAB28IS79,B000H6A02A,Remington MS2-390 Microscreen Rechargeable/Corded Men's Shaver,5.0,4.5
A6FIAB28IS79,B00CAGJHVA,"Colgate Total Advanced Pro-Shield Mouthwash, Wintermint Rush, 16.9 Fluid Ounce",5.0,4.0
A3FKGKUCI3DG9U,B00W259T7G,"Pre de Provence Artisanal French Soap Bar Enriched with Shea Butter, Quad-Milled For A Smooth &amp; Rich Lather (150 grams) - Raspberry",5.0,5.0
A3FKGKUCI3DG9U,B00CORMS9I,Urban Spa Fog Free Mirror for Shower &amp; Bath,4.0,5.0
A2NZGC22KNCRNI,B000FOI48G,Waterpik Ultra Water Flosser,5.0,5.0
AAV5IVZ1RNQU1,B0097PF0VI,"Zest 8-Bar Bath Size Soap, Aqua, 4 Ounce",5.0,4.0
AAV5IVZ1RNQU1,B000052YD8,Scope Original Mint Mouthwash 50.7 Fl Oz,5.0,4.0
A1JZFGZEZVWQPY,B00BXPVIT8,"Braun Clean &amp; Renew Refill Cartridges CCR, 4 Count (Packaging May Vary)",5.0,5.0
ANV9L0JU6BNL,B01A4XPV56,"Oud Wood Oil. IMPRESSION of Tom Ford Oud Wood* Cologne for Men with SIMILAR Fragrance Accords, 10ml Amber Glass Roller, Black Cap; 100% Pure (Perfume Studio Oud Wood VERSION/TYPE; Not Original Brand)",2.0,5.0
ACTVXNBEPLW2S,B000052YAN,"Reach Dentotape Waxed Dental Floss with Extra Wide Cleaning Surface for Large Spaces between Teeth, Unflavored, 100 Yards",4.0,5.0
A3CIUOJXQ5VDQ2,B000FTYALG,"Aqua Velva After Shave, Classic Ice Blue, 3.5 Ounce",5.0,5.0
A3TA8JVTYTXHKA,B00IZG78WY,"BEST Dark Spot Corrector With Hyaluronic, Glycolic &amp; Kojic Acid - Large 1.7 OZ - No Harmful Hydroquinone, Mercury Or Parabens - Face &amp; Body Serum Reduces Age Spots &amp; Sun Spots In Men &amp; Women",4.0,5.0
A1IYW63ZV9E8YK,B000EG8HLE,Philips Norelco BG2020 BodyGroom,4.0,4.5
AA135P8N5Y3MZ,B000FTYALG,"Aqua Velva After Shave, Classic Ice Blue, 3.5 Ounce",5.0,4.5
AA135P8N5Y3MZ,B001E5E9RK,"Gillette Foamy Shaving Cream, Sensitive Skin, 11 Ounce (Pack of 12), Mens Razors/Blades",5.0,4.5
APLRAELXAIVWZ,B000FTYALG,"Aqua Velva After Shave, Classic Ice Blue, 3.5 Ounce",5.0,5.0
A3AMP8ZS2WQ94N,B000FTYALG,"Aqua Velva After Shave, Classic Ice Blue, 3.5 Ounce",5.0,5.0
A27ZOVTXLR1FKY,B0006M56BK,Wilkinson Sword Double Edge Razor Blade Refills for Men - 5 Count,3.0,5.0
A1Y5A7CWQI06W8,B0000530HU,"Aqua Velva After Shave, Classic Ice Blue, 7 Ounce",5.0,5.0
AXJ1QYBUL86ON,B000FTYALG,"Aqua Velva After Shave, Classic Ice Blue, 3.5 Ounce",5.0,5.0
A3H7T87S984REU,B019809F9Y,Lectric Shave Pre-Shave Original 3 oz,5.0,5.0
A3J034YH7UG4KT,B019809F9Y,Lectric Shave Pre-Shave Original 3 oz,1.0,1.0
A10Y59HW4O47N0,B000FTYALG,"Aqua Velva After Shave, Classic Ice Blue, 3.5 Ounce",5.0,5.0
AJKZF45F36GM6,B000FTYALG,"Aqua Velva After Shave, Classic Ice Blue, 3.5 Ounce",4.0,4.5
A3IUZTFFQM3H31,B0000530HU,"Aqua Velva After Shave, Classic Ice Blue, 7 Ounce",5.0,5.0
A2UEO5XR3598GI,B000FTYALG,"Aqua Velva After Shave, Classic Ice Blue, 3.5 Ounce",5.0,4.5
AW7BIYHXUIZ62,B00W259T7G,"Pre de Provence Artisanal French Soap Bar Enriched with Shea Butter, Quad-Milled For A Smooth &amp; Rich Lather (150 grams) - Raspberry",5.0,4.5
AW7BIYHXUIZ62,B00CORMS9I,Urban Spa Fog Free Mirror for Shower &amp; Bath,4.0,4.0
ANBR2638OZ26C,B000FTYALG,"Aqua Velva After Shave, Classic Ice Blue, 3.5 Ounce",1.0,1.0
A2C58G8O40YC7T,B001V9LAUI,Rimmel London Lasting Finish Intense Wear Lipstick - Birthday Suit,5.0,4.5
A2C58G8O40YC7T,B0000530P4,"L'Oreal Studio Line Lasting Curls, Curl Enhancing , 6 oz (170 g)",2.0,4.5
A6OFD9EMNRTXF,B019H0NAXM,Goody Ouchless Purse Brush 07481,5.0,4.5
A3K0801D5H1F0C,B0159ZECGI,W7 Banana Dreams Loose Face Powder,4.0,4.0
A1KOU7IY7OFDRW,B00005JS5C,Panasonic Bikini Shaper and Trimmer for Women ES246AC; Compact; Portable Design with Adjustable Trim Settings; Battery Operated,4.0,4.0
A3ONPY80MN5SZL,B019809F9Y,Lectric Shave Pre-Shave Original 3 oz,2.0,2.5
A22CW0ZHY3NJH8,B001E96LUO,"Clean &amp; Clear Deep Action Cream Facial Cleanser for Sensitive Skin, Gentle Daily Face Wash with Oil-Free, 6.5 oz (Pack of 4)",4.0,4.5
A22CW0ZHY3NJH8,B00W259T7G,"Pre de Provence Artisanal French Soap Bar Enriched with Shea Butter, Quad-Milled For A Smooth &amp; Rich Lather (150 grams) - Raspberry",5.0,5.0
A22CW0ZHY3NJH8,B002GP80EU,Urban Spa Natural Bamboo and Jute Bath Mitt,4.0,5.0
